X-Loc(m)	Y-Loc(m)	time(min)	Field Strength(nT)	Base Station(nT)
-104.5	0.0	1634.0	51339.4		51340.4
-103.0	0.0	1634.5	51337.4		51338.8
-101.5	0.0	1635.0	51337.7		51339.0
-100.0	0.0	1635.5	51338.5		51338.8
-98.5	0.0	1636.0	51336.1		51335.9
-97.0	0.0	1636.5	51335.7		51337.6
-95.5	0.0	1637.0	51336.9		51338.9
-94.0	0.0	1637.5	51335.6		51334.8
-92.5	0.0	1638.0	51335.9		51336.1
-91.0	0.0	1638.5	51336.6		51336.9
-89.5	0.0	1639.0	51335.7		51337.4
-88.0	0.0	1639.5	51334.5		51337.1
-86.5	0.0	1640.0	51334.8		51337.6
-85.0	0.0	1640.5	51336.4		51336.4
-83.5	0.0	1641.0	51337.1		51341.3
-82.0	0.0	1641.5	51335.9		51337.2
-80.5	0.0	1642.0	51337.2		51337.2
-79.0	0.0	1642.5	51337.4		51336.6
-77.5	0.0	1643.0	51334.5		51335.0
-76.0	0.0	1643.5	51335.3		51336.4
-74.5	0.0	1644.0	51335.1		51335.8
-73.0	0.0	1644.5	51334.6		51334.2
-71.5	0.0	1645.0	51332.8		51335.4
-70.0	0.0	1645.5	51332.7		51334.2
-68.5	0.0	1646.0	51331.7		51335.9
-67.0	0.0	1646.5	51335.1		51334.7
-65.5	0.0	1647.0	51335.9		51337.2
-64.0	0.0	1647.5	51336.2		51338.2
-62.5	0.0	1648.0	51333.4		51333.7
-61.0	0.0	1648.5	51334.5		51335.6
-59.5	0.0	1649.0	51333.5		51334.5
-58.0	0.0	1649.5	51336.7		51335.6
-56.5	0.0	1650.0	51335.4		51336.7
-55.0	0.0	1650.5	51333.7		51332.6
-53.5	0.0	1651.0	51335.9		51337.8
-52.0	0.0	1651.5	51335.9		51335.9
-50.5	0.0	1652.0	51331.6		51333.5
-49.0	0.0	1652.5	51332.9		51333.4
-47.5	0.0	1653.0	51333.6		51332.3
-46.0	0.0	1653.5	51333.3		51334.4
-44.5	0.0	1654.0	51331.6		51332.7
-43.0	0.0	1654.5	51332.6		51333.1
-41.5	0.0	1655.0	51332.4		51332.7
-40.0	0.0	1655.5	51332.7		51331.4
-38.5	0.0	1656.0	51332.2		51331.8
-37.0	0.0	1656.5	51331.5		51332.2
-35.5	0.0	1657.0	51331.8		51332.4
-34.0	0.0	1657.5	51332.6		51333.4
-32.5	0.0	1658.0	51329.2		51331.6
-31.0	0.0	1658.5	51332.3		51332.0
-29.5	0.0	1659.0	51328.0		51329.5
-28.0	0.0	1659.5	51330.8		51330.2
-26.5	0.0	1660.0	51331.0		51332.0
-25.0	0.0	1660.5	51329.7		51330.1
-23.5	0.0	1661.0	51334.4		51335.7
-22.0	0.0	1661.5	51331.2		51332.9
-20.5	0.0	1662.0	51334.6		51335.2
-19.0	0.0	1662.5	51331.5		51330.3
-17.5	0.0	1663.0	51330.9		51330.4
-16.0	0.0	1663.5	51332.0		51329.8
-14.5	0.0	1664.0	51334.6		51335.8
-13.0	0.0	1664.5	51332.6		51333.8
-11.5	0.0	1665.0	51328.8		51328.3
-10.0	0.0	1665.5	51327.3		51328.2
-8.5	0.0	1666.0	51330.3		51331.2
-7.0	0.0	1666.5	51330.7		51332.6
-5.5	0.0	1667.0	51331.4		51332.1
-4.0	0.0	1667.5	51331.3		51331.9
-2.5	0.0	1668.0	51332.2		51332.6
-1.0	0.0	1668.5	51331.6		51331.2
0.5	0.0	1669.0	51332.6		51332.0
2.0	0.0	1669.5	51331.3		51330.5
3.5	0.0	1670.0	51330.1		51331.8
5.0	0.0	1670.5	51328.0		51327.7
6.5	0.0	1671.0	51330.3		51327.7
8.0	0.0	1671.5	51330.0		51330.0
9.5	0.0	1672.0	51330.0		51330.2
11.0	0.0	1672.5	51329.0		51329.1
12.5	0.0	1673.0	51330.1		51332.6
14.0	0.0	1673.5	51327.2		51330.3
15.5	0.0	1674.0	51328.2		51328.1
17.0	0.0	1674.5	51331.9		51333.5
18.5	0.0	1675.0	51328.4		51328.4
20.0	0.0	1675.5	51330.0		51330.5
21.5	0.0	1676.0	51328.5		51328.1
23.0	0.0	1676.5	51328.3		51328.6
24.5	0.0	1677.0	51326.6		51325.7
26.0	0.0	1677.5	51327.1		51327.8
27.5	0.0	1678.0	51328.4		51329.7
29.0	0.0	1678.5	51329.8		51330.7
30.5	0.0	1679.0	51329.1		51328.1
32.0	0.0	1679.5	51328.0		51325.9
33.5	0.0	1680.0	51329.7		51330.5
35.0	0.0	1680.5	51328.1		51327.2
36.5	0.0	1681.0	51327.3		51328.3
38.0	0.0	1681.5	51327.8		51327.2
39.5	0.0	1682.0	51325.9		51324.9
41.0	0.0	1682.5	51328.7		51329.0
42.5	0.0	1683.0	51324.6		51324.0
44.0	0.0	1683.5	51327.3		51327.5
45.5	0.0	1684.0	51324.9		51327.4
47.0	0.0	1684.5	51324.0		51324.1
48.5	0.0	1685.0	51324.5		51325.6
50.0	0.0	1685.5	51327.2		51327.2
51.5	0.0	1686.0	51325.0		51325.6
53.0	0.0	1686.5	51326.6		51325.1
54.5	0.0	1687.0	51325.9		51327.4
56.0	0.0	1687.5	51324.6		51321.8
57.5	0.0	1688.0	51325.2		51325.9
59.0	0.0	1688.5	51325.8		51327.4
60.5	0.0	1689.0	51323.2		51325.4
62.0	0.0	1689.5	51327.0		51323.9
63.5	0.0	1690.0	51323.9		51324.8
65.0	0.0	1690.5	51325.2		51323.7
66.5	0.0	1691.0	51324.5		51325.4
68.0	0.0	1691.5	51323.2		51320.5
69.5	0.0	1692.0	51322.8		51324.3
71.0	0.0	1692.5	51324.6		51325.6
72.5	0.0	1693.0	51322.0		51323.2
74.0	0.0	1693.5	51323.3		51325.4
75.5	0.0	1694.0	51324.7		51325.8
77.0	0.0	1694.5	51324.7		51323.9
78.5	0.0	1695.0	51322.0		51323.8
80.0	0.0	1695.5	51325.6		51324.8
81.5	0.0	1696.0	51322.1		51325.6
83.0	0.0	1696.5	51324.4		51322.7
84.5	0.0	1697.0	51323.2		51319.5
86.0	0.0	1697.5	51323.0		51324.1
87.5	0.0	1698.0	51326.1		51325.2
89.0	0.0	1698.5	51323.4		51323.0
90.5	0.0	1699.0	51322.8		51323.3
92.0	0.0	1699.5	51324.2		51322.8
93.5	0.0	1700.0	51322.8		51323.5
95.0	0.0	1700.5	51320.5		51323.5
96.5	0.0	1701.0	51322.8		51322.1
98.0	0.0	1701.5	51321.0		51321.2
99.5	0.0	1702.0	51324.3		51323.2
101.0	0.0	1702.5	51324.5		51325.6
102.5	0.0	1703.0	51324.1		51322.4
104.0	0.0	1703.5	51322.2		51322.8
105.5	0.0	1704.0	51324.7		51325.2
107.0	0.0	1704.5	51322.1		51322.4
108.5	0.0	1705.0	51324.4		51323.2
110.0	0.0	1705.5	51326.0		51322.5
111.5	0.0	1706.0	51323.8		51323.3
113.0	0.0	1706.5	51321.3		51323.4
114.5	0.0	1707.0	51325.0		51323.9
116.0	0.0	1707.5	51322.9		51322.7
117.5	0.0	1708.0	51324.3		51325.2
119.0	0.0	1708.5	51324.7		51323.5
120.5	0.0	1709.0	51322.7		51322.9
122.0	0.0	1709.5	51322.3		51321.9
123.5	0.0	1710.0	51320.8		51321.1
125.0	0.0	1710.5	51322.0		51324.1
126.5	0.0	1711.0	51322.7		51323.7
128.0	0.0	1711.5	51322.0		51323.1
129.5	0.0	1712.0	51319.0		51320.8
131.0	0.0	1712.5	51320.6		51321.4
132.5	0.0	1713.0	51322.9		51321.7
134.0	0.0	1713.5	51319.8		51321.0
135.5	0.0	1714.0	51317.4		51319.5
137.0	0.0	1714.5	51321.6		51319.7
138.5	0.0	1715.0	51321.1		51321.5
140.0	0.0	1715.5	51321.2		51321.9
141.5	0.0	1716.0	51319.0		51319.8
143.0	0.0	1716.5	51323.4		51322.3
144.5	0.0	1717.0	51319.1		51318.6
146.0	0.0	1717.5	51320.0		51320.1
147.5	0.0	1718.0	51321.9		51320.6
149.0	0.0	1718.5	51322.6		51322.3
150.5	0.0	1719.0	51320.4		51321.9
152.0	0.0	1719.5	51321.2		51319.7
153.5	0.0	1720.0	51321.2		51322.8
155.0	0.0	1720.5	51320.8		51321.6
156.5	0.0	1721.0	51321.2		51322.7
158.0	0.0	1721.5	51319.5		51319.7
159.5	0.0	1722.0	51321.5		51321.4
161.0	0.0	1722.5	51322.9		51324.0
162.5	0.0	1723.0	51324.6		51322.8
164.0	0.0	1723.5	51327.2		51323.9
165.5	0.0	1724.0	51320.6		51322.3
167.0	0.0	1724.5	51320.2		51319.1
168.5	0.0	1725.0	51321.9		51320.6
170.0	0.0	1725.5	51321.0		51320.7
171.5	0.0	1726.0	51321.3		51319.0
173.0	0.0	1726.5	51322.3		51320.1
174.5	0.0	1727.0	51317.3		51319.6
176.0	0.0	1727.5	51318.6		51319.3
177.5	0.0	1728.0	51321.0		51320.5
179.0	0.0	1728.5	51322.6		51324.4
180.5	0.0	1729.0	51321.6		51322.0
182.0	0.0	1729.5	51321.8		51320.3
183.5	0.0	1730.0	51321.0		51321.4
185.0	0.0	1730.5	51322.7		51323.0
186.5	0.0	1731.0	51322.1		51319.5
188.0	0.0	1731.5	51319.0		51317.2
189.5	0.0	1732.0	51319.6		51318.5
191.0	0.0	1732.5	51319.9		51319.7
192.5	0.0	1733.0	51326.2		51324.7
194.0	0.0	1733.5	51324.2		51322.4
195.5	0.0	1734.0	51319.9		51321.6
197.0	0.0	1734.5	51322.4		51321.6
198.5	0.0	1735.0	51320.4		51318.8
200.0	0.0	1735.5	51320.6		51317.7
201.5	0.0	1736.0	51321.6		51323.4
203.0	0.0	1736.5	51322.8		51323.8
204.5	0.0	1737.0	51323.7		51324.0
206.0	0.0	1737.5	51322.8		51320.6
207.5	0.0	1738.0	51323.0		51324.1
209.0	0.0	1738.5	51322.7		51322.0
210.5	0.0	1739.0	51325.5		51325.1
212.0	0.0	1739.5	51326.0		51324.2
213.5	0.0	1740.0	51321.6		51325.0
215.0	0.0	1740.5	51324.9		51322.3
216.5	0.0	1741.0	51321.6		51324.6
218.0	0.0	1741.5	51322.1		51324.0
219.5	0.0	1742.0	51325.2		51326.3
221.0	0.0	1742.5	51321.5		51323.6
222.5	0.0	1743.0	51330.0		51327.4
224.0	0.0	1743.5	51328.6		51328.5
225.5	0.0	1744.0	51328.5		51327.2
227.0	0.0	1744.5	51321.7		51326.4
228.5	0.0	1745.0	51319.8		51325.7
230.0	0.0	1745.5	51329.1		51328.1
231.5	0.0	1746.0	51329.6		51324.9
233.0	0.0	1746.5	51321.4		51327.7
234.5	0.0	1747.0	51321.6		51325.9
236.0	0.0	1747.5	51347.2		51329.6
237.5	0.0	1748.0	51343.2		51324.6
239.0	0.0	1748.5	51313.4		51324.7
240.5	0.0	1749.0	51309.6		51327.8
242.0	0.0	1749.5	51278.6		51325.9
243.5	0.0	1750.0	51269.7		51327.3
245.0	0.0	1750.5	51729.7		51328.8
246.5	0.0	1751.0	51335.7		51324.7
248.0	0.0	1751.5	50426.4		51327.4
249.5	0.0	1752.0	50803.4		51325.5
-250.0	50.0	1752.5	51325.8		51326.0
-248.5	50.0	1753.0	51321.6		51323.9
-247.0	50.0	1753.5	51324.8		51324.6
-245.5	50.0	1754.0	51326.0		51325.9
-244.0	50.0	1754.5	51326.1		51326.4
-242.5	50.0	1755.0	51325.9		51324.4
-241.0	50.0	1755.5	51324.7		51325.7
-239.5	50.0	1756.0	51326.7		51328.2
-238.0	50.0	1756.5	51326.7		51326.6
-236.5	50.0	1757.0	51324.9		51325.9
-235.0	50.0	1757.5	51326.4		51327.8
-233.5	50.0	1758.0	51326.0		51326.4
-232.0	50.0	1758.5	51325.4		51325.9
-230.5	50.0	1759.0	51323.9		51323.2
-229.0	50.0	1759.5	51324.2		51323.7
-227.5	50.0	1760.0	51325.7		51326.3
-226.0	50.0	1760.5	51326.5		51329.4
-224.5	50.0	1761.0	51323.3		51321.9
-223.0	50.0	1761.5	51324.4		51324.1
-221.5	50.0	1762.0	51325.4		51324.7
-220.0	50.0	1762.5	51325.6		51326.0
-218.5	50.0	1763.0	51327.9		51327.1
-217.0	50.0	1763.5	51325.2		51325.4
-215.5	50.0	1764.0	51327.0		51323.9
-214.0	50.0	1764.5	51323.2		51323.8
-212.5	50.0	1765.0	51325.2		51325.0
-211.0	50.0	1765.5	51326.4		51326.1
-209.5	50.0	1766.0	51320.6		51323.1
-208.0	50.0	1766.5	51324.9		51326.8
-206.5	50.0	1767.0	51322.1		51322.8
-205.0	50.0	1767.5	51323.7		51324.2
-203.5	50.0	1768.0	51323.4		51324.3
-202.0	50.0	1768.5	51323.7		51322.8
-200.5	50.0	1769.0	51320.7		51321.4
-199.0	50.0	1769.5	51320.1		51319.3
-197.5	50.0	1770.0	51322.7		51320.9
-196.0	50.0	1770.5	51320.6		51321.5
-194.5	50.0	1771.0	51322.2		51321.6
-193.0	50.0	1771.5	51320.1		51318.0
-191.5	50.0	1772.0	51321.8		51321.7
-190.0	50.0	1772.5	51321.5		51320.3
-188.5	50.0	1773.0	51322.5		51321.6
-187.0	50.0	1773.5	51322.9		51323.8
-185.5	50.0	1774.0	51321.5		51320.2
-184.0	50.0	1774.5	51320.6		51319.2
-182.5	50.0	1775.0	51321.1		51319.6
-181.0	50.0	1775.5	51322.6		51319.0
-179.5	50.0	1776.0	51322.1		51320.2
-178.0	50.0	1776.5	51320.6		51318.5
-176.5	50.0	1777.0	51320.7		51319.2
-175.0	50.0	1777.5	51319.8		51316.8
-173.5	50.0	1778.0	51323.1		51317.8
-172.0	50.0	1778.5	51325.1		51321.9
-170.5	50.0	1779.0	51325.2		51324.6
-169.0	50.0	1779.5	51324.0		51322.3
-167.5	50.0	1780.0	51326.0		51319.1
-166.0	50.0	1780.5	51328.3		51317.9
-164.5	50.0	1781.0	51332.6		51320.0
-163.0	50.0	1781.5	51337.5		51319.9
-161.5	50.0	1782.0	51340.3		51320.1
-160.0	50.0	1782.5	51341.4		51320.9
-158.5	50.0	1783.0	51341.3		51321.9
-157.0	50.0	1783.5	51339.6		51321.2
-155.5	50.0	1784.0	51340.2		51320.7
-154.0	50.0	1784.5	51339.6		51320.4
-152.5	50.0	1785.0	51336.4		51320.4
-151.0	50.0	1785.5	51334.3		51320.4
-149.5	50.0	1786.0	51331.7		51320.8
-148.0	50.0	1786.5	51326.5		51321.0
-146.5	50.0	1787.0	51321.1		51319.9
-145.0	50.0	1787.5	51320.2		51320.8
-143.5	50.0	1788.0	51317.9		51320.7
-142.0	50.0	1788.5	51318.5		51320.2
-140.5	50.0	1789.0	51319.4		51321.6
-139.0	50.0	1789.5	51320.0		51320.2
-137.5	50.0	1790.0	51322.3		51322.3
-136.0	50.0	1790.5	51319.9		51320.2
-134.5	50.0	1791.0	51319.2		51321.4
-133.0	50.0	1791.5	51319.6		51321.5
-131.5	50.0	1792.0	51320.7		51322.8
-130.0	50.0	1792.5	51320.5		51322.9
-128.5	50.0	1793.0	51319.9		51320.9
-127.0	50.0	1793.5	51321.1		51323.7
-125.5	50.0	1794.0	51320.4		51318.2
-124.0	50.0	1794.5	51317.8		51319.0
-122.5	50.0	1795.0	51318.4		51319.7
-121.0	50.0	1795.5	51319.3		51321.3
-119.5	50.0	1796.0	51319.2		51321.8
-118.0	50.0	1796.5	51317.1		51318.7
-116.5	50.0	1797.0	51317.5		51317.1
-115.0	50.0	1797.5	51319.5		51320.7
-113.5	50.0	1798.0	51318.9		51321.4
-112.0	50.0	1798.5	51318.9		51320.0
-110.5	50.0	1799.0	51317.1		51317.9
-109.0	50.0	1799.5	51319.4		51322.4
-107.5	50.0	1800.0	51319.7		51319.5
-106.0	50.0	1800.5	51318.2		51320.2
-104.5	50.0	1801.0	51318.4		51319.1
-103.0	50.0	1801.5	51321.2		51320.5
-101.5	50.0	1802.0	51321.0		51321.0
-100.0	50.0	1802.5	51318.2		51320.4
-98.5	50.0	1803.0	51321.3		51321.5
-97.0	50.0	1803.5	51322.2		51322.6
-95.5	50.0	1804.0	51323.5		51324.4
-94.0	50.0	1804.5	51324.9		51324.4
-92.5	50.0	1805.0	51323.9		51324.9
-91.0	50.0	1805.5	51319.9		51322.9
-89.5	50.0	1806.0	51328.0		51328.6
-88.0	50.0	1806.5	51321.2		51323.3
-86.5	50.0	1807.0	51321.9		51324.2
-85.0	50.0	1807.5	51324.1		51324.2
-83.5	50.0	1808.0	51324.1		51324.3
-82.0	50.0	1808.5	51322.9		51324.9
-80.5	50.0	1809.0	51321.8		51323.4
-79.0	50.0	1809.5	51323.6		51325.3
-77.5	50.0	1810.0	51322.8		51323.6
-76.0	50.0	1810.5	51322.5		51323.7
-74.5	50.0	1811.0	51321.0		51322.6
-73.0	50.0	1811.5	51322.4		51324.0
-71.5	50.0	1812.0	51323.3		51326.1
-70.0	50.0	1812.5	51324.2		51324.4
-68.5	50.0	1813.0	51322.6		51322.5
-67.0	50.0	1813.5	51323.2		51323.7
-65.5	50.0	1814.0	51325.7		51326.0
-64.0	50.0	1814.5	51324.7		51326.6
-62.5	50.0	1815.0	51321.6		51324.2
-61.0	50.0	1815.5	51323.3		51323.8
-59.5	50.0	1816.0	51322.7		51322.4
-58.0	50.0	1816.5	51324.1		51323.1
-56.5	50.0	1817.0	51323.7		51322.5
-55.0	50.0	1817.5	51323.5		51324.7
-53.5	50.0	1818.0	51321.9		51322.6
-52.0	50.0	1818.5	51321.2		51322.0
-50.5	50.0	1819.0	51322.2		51324.7
-49.0	50.0	1819.5	51323.6		51322.5
-47.5	50.0	1820.0	51324.8		51325.5
-46.0	50.0	1820.5	51323.7		51324.1
-44.5	50.0	1821.0	51323.3		51323.4
-43.0	50.0	1821.5	51323.8		51323.3
-41.5	50.0	1822.0	51323.4		51324.1
-40.0	50.0	1822.5	51322.0		51322.1
-38.5	50.0	1823.0	51320.5		51321.4
-37.0	50.0	1823.5	51321.5		51321.1
-35.5	50.0	1824.0	51323.6		51322.9
-34.0	50.0	1824.5	51323.2		51322.3
-32.5	50.0	1825.0	51323.9		51324.6
-31.0	50.0	1825.5	51323.3		51322.7
-29.5	50.0	1826.0	51322.5		51322.4
-28.0	50.0	1826.5	51322.1		51321.4
-26.5	50.0	1827.0	51323.4		51325.5
-25.0	50.0	1827.5	51324.9		51325.3
-23.5	50.0	1828.0	51322.6		51324.5
-22.0	50.0	1828.5	51324.0		51322.7
-20.5	50.0	1829.0	51323.0		51324.1
-19.0	50.0	1829.5	51320.9		51322.0
-17.5	50.0	1860.0	51329.8		51330.4
-16.0	50.0	1860.5	51333.3		51333.3
-14.5	50.0	1861.0	51334.3		51334.4
-13.0	50.0	1861.5	51332.7		51332.4
-11.5	50.0	1862.0	51333.8		51331.4
-10.0	50.0	1862.5	51333.7		51333.5
-8.5	50.0	1863.0	51334.1		51335.5
-7.0	50.0	1863.5	51334.6		51332.8
-5.5	50.0	1864.0	51336.8		51335.7
-4.0	50.0	1864.5	51336.9		51337.6
-2.5	50.0	1865.0	51338.4		51337.5
-1.0	50.0	1865.5	51337.4		51337.7
0.5	50.0	1866.0	51341.1		51339.3
2.0	50.0	1866.5	51338.6		51338.3
3.5	50.0	1867.0	51340.0		51341.1
5.0	50.0	1867.5	51342.2		51341.6
6.5	50.0	1868.0	51339.2		51339.9
8.0	50.0	1868.5	51340.8		51339.5
9.5	50.0	1869.0	51341.3		51340.6
11.0	50.0	1869.5	51342.5		51342.0
12.5	50.0	1870.0	51343.9		51342.6
14.0	50.0	1870.5	51341.8		51341.7
15.5	50.0	1871.0	51343.9		51343.6
17.0	50.0	1871.5	51343.5		51343.3
18.5	50.0	1872.0	51344.9		51344.5
20.0	50.0	1872.5	51344.4		51343.2
21.5	50.0	1873.0	51347.6		51347.0
23.0	50.0	1873.5	51343.0		51342.4
24.5	50.0	1874.0	51345.2		51343.6
26.0	50.0	1874.5	51343.9		51343.3
27.5	50.0	1875.0	51345.4		51347.3
29.0	50.0	1875.5	51343.6		51344.0
30.5	50.0	1876.0	51343.4		51343.7
32.0	50.0	1876.5	51344.4		51344.0
33.5	50.0	1877.0	51343.5		51342.6
35.0	50.0	1877.5	51342.4		51343.4
36.5	50.0	1878.0	51341.0		51341.0
38.0	50.0	1878.5	51340.4		51342.2
39.5	50.0	1879.0	51339.0		51339.7
41.0	50.0	1879.5	51340.0		51336.8
42.5	50.0	1880.0	51339.7		51338.7
44.0	50.0	1880.5	51338.4		51340.4
45.5	50.0	1881.0	51341.9		51341.8
47.0	50.0	1881.5	51338.6		51339.0
48.5	50.0	1882.0	51336.4		51335.8
50.0	50.0	1882.5	51337.5		51335.9
51.5	50.0	1883.0	51337.0		51338.0
53.0	50.0	1883.5	51334.2		51335.3
54.5	50.0	1884.0	51334.9		51333.6
56.0	50.0	1884.5	51335.1		51335.0
57.5	50.0	1885.0	51331.4		51333.4
59.0	50.0	1885.5	51333.6		51333.9
60.5	50.0	1886.0	51328.8		51328.3
62.0	50.0	1886.5	51329.1		51331.9
63.5	50.0	1887.0	51330.6		51329.5
65.0	50.0	1887.5	51330.9		51329.2
66.5	50.0	1888.0	51328.0		51326.8
68.0	50.0	1888.5	51330.5		51329.2
69.5	50.0	1889.0	51328.0		51328.2
71.0	50.0	1889.5	51326.3		51326.6
72.5	50.0	1890.0	51326.7		51325.5
74.0	50.0	1890.5	51328.3		51327.6
75.5	50.0	1891.0	51327.6		51326.8
77.0	50.0	1891.5	51326.2		51327.0
78.5	50.0	1892.0	51322.4		51322.6
80.0	50.0	1892.5	51322.0		51322.3
81.5	50.0	1893.0	51323.9		51320.9
83.0	50.0	1893.5	51322.9		51322.4
84.5	50.0	1894.0	51320.7		51320.2
86.0	50.0	1894.5	51319.0		51322.0
87.5	50.0	1895.0	51322.5		51320.7
89.0	50.0	1895.5	51320.3		51320.7
90.5	50.0	1896.0	51320.0		51319.2
92.0	50.0	1896.5	51319.3		51320.4
93.5	50.0	1897.0	51318.3		51317.1
95.0	50.0	1897.5	51316.0		51316.3
96.5	50.0	1898.0	51318.1		51317.5
98.0	50.0	1898.5	51318.1		51318.9
99.5	50.0	1899.0	51318.9		51319.3
101.0	50.0	1899.5	51317.7		51317.6
102.5	50.0	1900.0	51316.6		51316.9
104.0	50.0	1900.5	51316.6		51316.3
105.5	50.0	1901.0	51318.4		51317.0
107.0	50.0	1901.5	51316.6		51316.2
108.5	50.0	1902.0	51317.5		51318.9
110.0	50.0	1902.5	51315.0		51316.0
111.5	50.0	1903.0	51319.0		51316.7
113.0	50.0	1903.5	51316.9		51317.3
114.5	50.0	1904.0	51316.6		51315.9
116.0	50.0	1904.5	51315.3		51317.0
117.5	50.0	1905.0	51320.6		51320.9
119.0	50.0	1905.5	51320.5		51320.3
120.5	50.0	1906.0	51320.7		51321.1
122.0	50.0	1906.5	51319.4		51322.0
123.5	50.0	1907.0	51319.5		51319.0
125.0	50.0	1907.5	51319.7		51319.4
126.5	50.0	1908.0	51318.8		51321.8
128.0	50.0	1908.5	51321.5		51323.7
129.5	50.0	1909.0	51320.3		51322.8
131.0	50.0	1909.5	51324.5		51322.1
132.5	50.0	1910.0	51324.0		51321.6
134.0	50.0	1910.5	51323.6		51322.6
135.5	50.0	1911.0	51322.7		51322.9
137.0	50.0	1911.5	51322.9		51321.1
138.5	50.0	1912.0	51323.4		51324.7
140.0	50.0	1912.5	51326.4		51322.8
141.5	50.0	1913.0	51324.0		51323.9
143.0	50.0	1913.5	51325.0		51322.9
144.5	50.0	1914.0	51324.5		51322.8
146.0	50.0	1914.5	51325.1		51325.1
147.5	50.0	1915.0	51326.4		51328.1
149.0	50.0	1915.5	51326.8		51323.7
150.5	50.0	1916.0	51328.5		51325.1
152.0	50.0	1916.5	51326.2		51327.3
153.5	50.0	1917.0	51327.1		51327.6
155.0	50.0	1917.5	51326.4		51326.6
156.5	50.0	1918.0	51327.1		51330.0
158.0	50.0	1918.5	51328.2		51329.1
159.5	50.0	1919.0	51328.5		51329.9
161.0	50.0	1919.5	51325.9		51328.3
162.5	50.0	1920.0	51328.9		51326.6
164.0	50.0	1920.5	51326.9		51326.2
165.5	50.0	1921.0	51328.8		51329.1
167.0	50.0	1921.5	51328.9		51327.4
168.5	50.0	1922.0	51329.6		51328.3
170.0	50.0	1922.5	51329.4		51330.4
171.5	50.0	1923.0	51332.4		51330.1
173.0	50.0	1923.5	51332.3		51331.5
174.5	50.0	1924.0	51330.6		51330.5
176.0	50.0	1924.5	51327.9		51331.2
177.5	50.0	1925.0	51328.1		51328.2
179.0	50.0	1925.5	51330.3		51328.5
180.5	50.0	1926.0	51329.0		51330.7
182.0	50.0	1926.5	51331.2		51330.4
183.5	50.0	1927.0	51326.5		51329.0
185.0	50.0	1927.5	51327.3		51330.7
186.5	50.0	1928.0	51327.2		51324.5
188.0	50.0	1928.5	51326.9		51327.3
189.5	50.0	1929.0	51327.0		51330.1
191.0	50.0	1929.5	51321.8		51327.3
192.5	50.0	1930.0	51331.2		51328.8
194.0	50.0	1930.5	51334.9		51324.5
195.5	50.0	1931.0	51339.3		51327.5
197.0	50.0	1931.5	51315.7		51328.5
198.5	50.0	1932.0	51327.8		51325.9
200.0	50.0	1932.5	51310.3		51327.4
201.5	50.0	1933.0	51349.3		51326.3
203.0	50.0	1933.5	51127.2		51324.3
204.5	50.0	1934.0	50553.8		51325.6
206.0	50.0	1934.5	51297.8		51327.2
207.5	50.0	1935.0	51100.0		51325.4
209.0	50.0	1935.5	51153.6		51327.6
210.5	50.0	1936.0	51088.5		51326.5
212.0	50.0	1936.5	51344.8		51327.1
213.5	50.0	1937.0	51256.9		51329.7
215.0	50.0	1937.5	50989.3		51326.8
216.5	50.0	1938.0	51823.3		51325.5
218.0	50.0	1938.5	51425.0		51325.7
219.5	50.0	1939.0	51354.7		51325.1
221.0	50.0	1939.5	51308.3		51323.9
222.5	50.0	1940.0	51319.3		51325.7
224.0	50.0	1940.5	51325.1		51323.9
225.5	50.0	1941.0	51336.1		51325.9
227.0	50.0	1941.5	51334.7		51324.7
228.5	50.0	1942.0	51323.6		51324.8
230.0	50.0	1942.5	51327.4		51324.4
231.5	50.0	1943.0	51331.1		51327.2
233.0	50.0	1943.5	51323.9		51325.1
234.5	50.0	1944.0	51327.9		51324.5
236.0	50.0	1944.5	51323.4		51325.2
237.5	50.0	1945.0	51325.6		51327.6
239.0	50.0	1945.5	51321.4		51324.8
240.5	50.0	1946.0	51325.1		51323.5
242.0	50.0	1946.5	51327.9		51324.4
243.5	50.0	1947.0	51324.7		51325.3
245.0	50.0	1947.5	51326.7		51326.5
246.5	50.0	1948.0	51325.4		51325.2
248.0	50.0	1948.5	51325.6		51323.8
249.5	50.0	1949.0	51329.8		51328.2
-250.0	100.0	1949.5	51327.2		51327.4
-248.5	100.0	1950.0	51329.2		51327.5
-247.0	100.0	1950.5	51327.5		51327.1
-245.5	100.0	1951.0	51331.2		51331.5
-244.0	100.0	1951.5	51329.3		51330.5
-242.5	100.0	1952.0	51331.1		51328.5
-241.0	100.0	1952.5	51331.3		51330.3
-239.5	100.0	1953.0	51333.9		51331.9
-238.0	100.0	1953.5	51332.0		51331.9
-236.5	100.0	1954.0	51333.9		51333.6
-235.0	100.0	1954.5	51333.4		51335.6
-233.5	100.0	1955.0	51335.8		51335.0
-232.0	100.0	1955.5	51333.9		51332.9
-230.5	100.0	1956.0	51334.5		51332.7
-229.0	100.0	1956.5	51336.7		51336.0
-227.5	100.0	1957.0	51335.3		51333.9
-226.0	100.0	1957.5	51337.4		51336.5
-224.5	100.0	1958.0	51333.7		51332.2
-223.0	100.0	1958.5	51333.2		51332.4
-221.5	100.0	1959.0	51335.1		51335.4
-220.0	100.0	1959.5	51333.6		51334.5
-218.5	100.0	1960.0	51337.1		51337.0
-217.0	100.0	1960.5	51337.5		51336.5
-215.5	100.0	1961.0	51334.3		51336.4
